x,y,amp,phase
-0.083015058,0.378129825,0.000243188,-136.164
-0.07851932,0.373112105,0.000160218,-173.016
-0.074065832,0.368019961,0.00022173,120.918
-0.069823476,0.363052015,0.000339748,92.334
-0.065620183,0.358012264,0.000537399,77.736
-0.061290195,0.352692946,0.000727896,80.262
-0.057166589,0.347501334,0.00095344,84.366
-0.052919477,0.342019901,0.00109888,83.07
-0.048714614,0.336452236,0.00131822,76.698
-0.04471132,0.331014841,0.00126458,75.654
-0.040747089,0.325492505,0.00125886,78.378
-0.036665727,0.319656,0.00124408,78.294
-0.032781183,0.313950926,0.00113464,82.71
-0.028782696,0.307916968,0.00114299,79.866
-0.02497784,0.302014162,0.00100637,82.806
-0.021212046,0.296007943,0.000931505,77.298
-0.017337059,0.289646495,0.000898603,72.93
-0.013504321,0.283161722,0.000988491,68.562
-0.00985884,0.276803631,0.00114632,65.646
-0.006108977,0.27005604,0.00125814,60.732
-0.002543184,0.26342992,0.00143004,60.588
0.000983547,0.256659487,0.00154472,56.778
0.00460991,0.249454296,0.00168205,61.92
0.008056953,0.242356636,0.00163151,62.688
0.011600441,0.234784147,0.00163151,64.05
0.014967797,0.227303267,0.00158358,66.45
0.01829609,0.219608218,0.00142122,69.282
0.021585321,0.211677489,0.00124837,68.73
0.024706233,0.203818488,0.000998504,73.02
0.026393946,0.200123798,0.000905756,74.364
0.030972487,0.200032978,0.000984915,74.412
0.031383757,0.200359499,0.000992067,73.608
0.028307846,0.208334938,0.00113154,73.134
0.024934983,0.216693078,0.00126625,67.524
0.021784071,0.22417406,0.00147868,66.69
0.01846359,0.23175015,0.0015328,66.606
0.015104047,0.239124334,0.00155354,61.734
0.011705441,0.24631315,0.00155807,60.816
0.008129453,0.253608133,0.00145818,60.318
0.00465116,0.260460809,0.00127793,63.792
0.001133804,0.267165748,0.00122023,61.572
-0.002422615,0.2737323,0.00106216,65.946
-0.006018095,0.280168707,0.000924591,66.648
-0.009652639,0.286482271,0.000875954,72.372
-0.013474002,0.29292504,0.00084639,78.9
-0.017038913,0.298766155,0.000881676,82.464
-0.020941526,0.304984598,0.00103951,79.686
-0.024886389,0.311094331,0.00107027,78.054
-0.02871937,0.316870942,0.0012169,78.978
-0.032591413,0.322555172,0.00122357,75.06
-0.036502519,0.32815044,0.00129557,74.28
-0.040611507,0.333878479,0.00123168,77.19
-0.0446023,0.339301579,0.00123525,74.814
-0.048632156,0.344644303,0.00109387,71.736
-0.052701075,0.349908985,0.000838283,75.798
-0.056974187,0.355303751,0.000595573,90.498
-0.06128955,0.36061859,0.000472071,89.496
-0.065647163,0.365855489,0.000187636,115.314
-0.069877019,0.370819157,0.000170709,133.776
-0.074145937,0.375713912,0.000209332,-171.9
-0.07862705,0.380732798,0.000274183,-169.428
-0.083150412,0.385679981,0.000319244,-155.922
-0.087716025,0.390556719,0.000250103,-163.398
-0.092323888,0.395364154,0.000263931,172.602
-0.096974,0.400103324,0.000323059,149.682
-0.101666363,0.404775172,0.000412943,125.274
-0.106400976,0.40938055,0.000427725,114.96
-0.111177839,0.413920226,0.000540737,104.472
-0.115996951,0.418394891,0.000667576,96.768
-0.120670557,0.422636724,0.000804428,89.286
-0.125383226,0.426819515,0.000740532,78.444
-0.130134957,0.430943704,0.000757221,82.26
-0.135118194,0.435171109,0.000794891,70.854
-0.139949613,0.439176895,0.000793461,58.236
-0.145015725,0.443281842,0.000785116,49.608
-0.150124088,0.447324795,0.000768904,45.054
-0.155274701,0.451305988,0.000851158,31.752
-0.160267057,0.455075987,0.000840429,26.646
-0.165500544,0.458936532,0.000768904,16.134
-0.170776282,0.462735745,0.000677589,17.622
-0.17609427,0.466473691,0.000554565,6.732
-0.181247563,0.470010117,0.000423433,10.662
-0.186856995,0.473765854,0.000336172,3.18
-0.192091539,0.477184457,0.000131608,11.766
-0.197576901,0.480679619,0.000126363,69.894
-0.202891132,0.483982383,0.000214816,103.452
-0.208244426,0.487228192,0.000262501,100.266
-0.213853288,0.490543256,0.000414135,93.3
-0.219286269,0.493672389,0.000502829,89.832
-0.224978007,0.496865706,0.000659708,81.648
-0.230711995,0.499996597,0.000863079,67.848
-0.236488232,0.503064782,0.00103808,53.712
-0.242082151,0.505955541,0.00129939,49.098
-0.247941263,0.508899813,0.00161076,45.87
-0.253842626,0.511780396,0.00180269,37.014
-0.259556857,0.514489768,0.00189782,35.52
-0.265541095,0.517244283,0.00202371,31.98
-0.271335013,0.519831656,0.00211526,31.026
-0.277402126,0.522458432,0.00203516,27.582
-0.283511489,0.525019381,0.00196268,23.934
-0.289425719,0.527419282,0.0018971,18.816
-0.295617957,0.529849608,0.00176454,12.792
-0.300027766,0.531796714,0.00173617,10.86
-0.300821565,0.535563387,0.00184799,11.784
-0.299722518,0.53675467,0.00186349,9.708
-0.293961606,0.534569758,0.00204112,15.342
-0.287998938,0.532233215,0.00207926,17.682
-0.2818392,0.529738153,0.0021515,25.224
-0.275956219,0.527276996,0.00225116,28.08
-0.269879356,0.524653348,0.00218131,30.72
-0.264076063,0.52206948,0.00202776,33.234
-0.258082075,0.519319135,0.00190926,32.928
-0.252130338,0.516504866,0.00167776,36.072
-0.246447357,0.513738944,0.00135089,42.252
-0.240578494,0.510800478,0.00115252,52.596
-0.234751881,0.507799253,0.000976089,56.862
-0.228967519,0.504735614,0.000768427,65.79
-0.223225406,0.501609878,0.000649456,81.264
-0.217525543,0.498422338,0.000509266,93.978
-0.21186793,0.495173259,0.000462772,109.248
-0.206252568,0.491862879,0.000520948,117.114
-0.200679455,0.48849141,0.000294926,129.132
-0.195148592,0.485059033,0.000156404,79.818
-0.18965998,0.481565902,0.000139953,50.118
-0.184213617,0.47801214,0.000275852,21.918
-0.178809504,0.474397841,0.000357868,12.75
-0.173447642,0.470723064,0.000459196,19.482
-0.168128029,0.466987838,0.000538114,14.508
-0.162850666,0.463192155,0.000653032,19.362
-0.157615554,0.459335974,0.000693087,22.176
-0.152621635,0.45557098,0.000617508,32.718
-0.147469398,0.451595859,0.000727419,44.778
-0.14235941,0.447559889,0.000696663,57.672
-0.137291672,0.443462867,0.000712398,68.784
-0.132266184,0.439304549,0.000823978,76.314
-0.127282947,0.43508464,0.000842575,73.914
-0.122531216,0.430968633,0.000753883,83.934
-0.117630853,0.426626864,0.00072122,85.692
-0.11295881,0.422392901,0.000677351,95.208
-0.108141322,0.417927532,0.000647072,95.868
-0.103366084,0.413398334,0.000476124,104.904
-0.098633097,0.408804666,0.000396015,129.882
-0.093942359,0.404145813,0.00035,141.456
-0.089471878,0.399603938,0.00032139,148.14
-0.08504046,0.395000286,0.000362875,174.204
-0.080473222,0.390146035,0.000397446,-175.578
-0.075948234,0.385222982,0.000301125,174.798
-0.071465496,0.380229964,0.000258448,147.066
-0.067025009,0.375165701,0.000276567,130.728
-0.062626771,0.370028789,0.000368359,101.718
-0.05843754,0.365019506,0.000460627,79.302
-0.054287372,0.359940132,0.000646595,73.716
-0.050176266,0.354789027,0.000941042,74.388
-0.045942153,0.349353857,0.00113273,70.326
-0.04175029,0.343836952,0.00127674,70.728
-0.037759497,0.338452897,0.00132204,69.354
-0.033807766,0.332988659,0.00133467,71.4
-0.029739403,0.327217996,0.00125552,71.238
-0.02586736,0.321581849,0.00124932,73.95
-0.022034379,0.315856789,0.00108863,77.526
-0.01824046,0.310039339,0.000993498,78.684
-0.014336223,0.303887054,0.000922207,83.22
-0.010474235,0.297625892,0.000836615,78.324
-0.006654497,0.291250512,0.000883583,77.106
-0.00287701,0.284754945,0.000905041,73.716
0.000858228,0.278132489,0.000993736,74.586
0.004409959,0.271638067,0.00115038,66.222
0.008062322,0.264743882,0.00132037,63.786
0.011534365,0.257971392,0.00143624,62.106
0.014967346,0.251048359,0.00148631,61.494
0.018496209,0.243676686,0.00149298,66.498
0.021982821,0.236115608,0.00145937,67.464
0.02529549,0.228651032,0.00130869,70.782
0.028699227,0.220666655,0.00118876,67.938
0.031932208,0.212755192,0.00113989,78.558
0.035253071,0.204256691,0.00098253,77.682
0.037040915,0.200225409,0.000937227,75.84
0.041620519,0.200100541,0.00095344,75.912
0.042034352,0.200423119,0.000951294,75.762
0.039016941,0.208402023,0.00105024,76.86
0.035835522,0.216450823,0.00117994,71.85
0.032615041,0.224258519,0.00126673,73.494
0.029355498,0.231847843,0.00136996,72.582
0.026056892,0.239237982,0.00141764,71.196
0.022719223,0.246445286,0.0014279,70.5
0.019342492,0.253483808,0.00139857,69.486
0.015926699,0.260365717,0.00126172,70.656
0.012471843,0.26710162,0.00115205,72.426
0.008977924,0.273700818,0.00107623,77.706
0.005302812,0.280427769,0.00089455,81.744
0.001585449,0.287023871,0.000866894,85.632
-0.002028782,0.293249606,0.000811104,90.756
-0.00582902,0.299609258,0.000797514,97.842
-0.009671507,0.305857213,0.000895504,92.718
-0.013556245,0.311998619,0.000994213,90.222
-0.017483233,0.318038102,0.00109149,83.364
-0.021299026,0.323753059,0.00117946,78.582
-0.025308889,0.32960433,0.00131965,75.984
-0.02920437,0.335144953,0.00122238,73.038
-0.033138913,0.340604449,0.00126434,69.114
-0.037272276,0.346198958,0.00111843,74.058
-0.041447888,0.351710998,0.000941042,74.22
-0.045502744,0.356935442,0.000831131,78.282
-0.049761232,0.362292309,0.000652794,81.234
-0.05406197,0.367573038,0.000552181,107.958
-0.058404957,0.372779404,0.000408174,116.418
-0.062790195,0.377913022,0.000365021,148.248
-0.067217683,0.382975367,0.000435831,162.534
-0.071687421,0.387967782,0.000491623,157.518
-0.076199408,0.392891491,0.000416758,159.552
-0.080753646,0.397747608,0.000514273,149.754
-0.085350134,0.402537146,0.000474932,141.282
-0.089988871,0.407261022,0.000502352,128.034
-0.094669859,0.411920068,0.000551943,111.966
-0.099393097,0.416515035,0.000709299,103.308
-0.104158584,0.4210466,0.000751261,96.762
-0.108966322,0.425515368,0.000783209,93.708
-0.11381631,0.42992188,0.000866417,91.344
-0.118708547,0.434266616,0.00085235,90.48
-0.123452466,0.438386382,0.000811104,84.894
-0.128427579,0.442611117,0.000749592,79.626
-0.133444941,0.446775172,0.000772718,69.45
-0.138309172,0.450722099,0.000677351,58.284
-0.143212466,0.454613375,0.000624184,41.862
-0.148353328,0.458601443,0.000580791,28.488
-0.153536441,0.46252964,0.00053573,20.562
-0.158761804,0.466398069,0.000516895,18.342
-0.164029416,0.470206797,0.000489239,22.404
-0.169339279,0.473955856,0.00043297,24.228
-0.174691392,0.477645239,0.000319244,24.198
-0.180085754,0.481274912,0.000180007,54.294
-0.185522367,0.484844804,0.000243903,111.816
-0.19100123,0.488354815,0.000361444,117.228
-0.196522342,0.491804816,0.000366928,117.672
-0.202085705,0.495194647,0.000515703,130.848
-0.207691318,0.498524122,0.000562672,111.888
-0.21355725,0.501917539,0.000574831,104.676
-0.219248987,0.505123286,0.000729803,88.014
-0.224761656,0.508148127,0.000778679,71.07
-0.230536269,0.511233765,0.00093079,52.866
-0.236353131,0.514257712,0.00114823,43.17
-0.242212244,0.517219623,0.00141741,41.832
-0.248113607,0.520119131,0.00161029,37.368
-0.254057219,0.522955843,0.00190116,32.826
-0.260043082,0.525729344,0.00202419,31.062
-0.266071195,0.528439192,0.00209643,28.092
-0.271907301,0.530984356,0.00225545,27.948
-0.278018288,0.533567976,0.00220133,27.186
-0.284171526,0.5360865,0.00221778,24.636
-0.290367014,0.538539392,0.00207116,21.948
-0.296604751,0.540926093,0.00195672,16.962
-0.300078158,0.542485886,0.00182939,14.952
-0.300855957,0.546232441,0.00191069,16.512
-0.29974041,0.547421941,0.00200321,22.194
-0.293702742,0.545175317,0.00218226,23.706
-0.287465004,0.54277395,0.00224139,27.3
-0.281269516,0.540307006,0.00232293,28.248
-0.275116279,0.537775043,0.002306,28.266
-0.269239548,0.535279645,0.0022638,29.112
-0.263401879,0.532725083,0.0021012,29.256
-0.257372141,0.530006044,0.00202943,30.978
-0.251384654,0.527223951,0.00180054,35.802
-0.245439416,0.524379246,0.00150705,38.688
-0.239536428,0.521472351,0.00123168,43.602
-0.233900322,0.51861898,0.00110436,54.084
-0.22808021,0.515591226,0.0008328,64.776
-0.222523791,0.512622316,0.000804666,78.96
-0.216786554,0.509475052,0.000744585,90.678
-0.211091566,0.506267322,0.000714306,103.53
-0.205438828,0.502999405,0.000695948,109.452
-0.199828341,0.499671552,0.000608448,109.65
-0.194260103,0.496283992,0.000554089,107.682
-0.188734115,0.492836924,0.000378611,105.462
-0.183250378,0.489330524,0.000263931,79.05
-0.17780889,0.485764936,0.000267269,74.94
-0.172409652,0.482140279,0.000290873,33.582
-0.167052664,0.47845664,0.000431301,26.22
-0.161737927,0.474714077,0.000398638,11.844
-0.156465439,0.470912614,0.000384094,8.934
-0.151235201,0.467052246,0.00045705,20.598
-0.14624597,0.463284763,0.000420095,26.91
-0.141098608,0.459308693,0.000593904,53.088
-0.135797988,0.455117105,0.000468971,64.284
-0.130736751,0.451020329,0.000722412,79.296
-0.125717763,0.446864064,0.000895265,80.418
-0.120741025,0.442648071,0.000918392,88.962
-0.115806538,0.438372066,0.000891212,85.488
-0.1109143,0.434035716,0.00105286,93.102
-0.106250069,0.429808884,0.000871662,95.418
-0.101440706,0.425353,0.000890259,101.664
-0.096673594,0.420835472,0.000821833,103.212
-0.091948731,0.416255747,0.000699285,116.664
-0.087266118,0.411613202,0.000568394,122.886
-0.082625756,0.406907145,0.00060964,141.282
-0.078027643,0.402136811,0.000568155,148.992
-0.07347178,0.39730135,0.000634912,157.554
-0.068785411,0.392209973,0.000568632,163.236
-0.064315673,0.387238753,0.000580553,159.996
-0.059888185,0.382199262,0.000587944,141.558
-0.055502948,0.377090248,0.000516895,121.398
-0.05115996,0.371910343,0.000563864,96.072
-0.046859222,0.366658043,0.000811104,88.116
-0.042600735,0.361331699,0.000994928,76.092
-0.038384497,0.355929505,0.00111128,76.182
-0.034210509,0.350449476,0.00126816,72.6
-0.030078772,0.344889437,0.00129391,72.552
-0.026145791,0.33946557,0.00131012,72.24
-0.022251872,0.333963189,0.00112034,73.662
-0.018243635,0.328154673,0.00115753,81.696
-0.014277647,0.322255303,0.00107909,89.622
-0.010353909,0.316261586,0.000972752,95.28
-0.006472421,0.310169654,0.000891928,102.24
-0.002633184,0.303975221,0.000806574,103.026
0.001163804,0.297673523,0.000859026,105.126
0.004918542,0.291259251,0.000908617,102.468
0.008631029,0.284726467,0.000963215,102.618
0.012301267,0.278068511,0.000997789,91.338
0.015929255,0.271277882,0.00117088,86.148
0.019514992,0.264346095,0.00129343,80.298
0.02305848,0.257263506,0.00130845,76.89
0.026559718,0.250019097,0.00135804,74.55
0.030018705,0.2426002,0.00132657,73.26
0.033304811,0.235288468,0.00129605,71.364
0.036551855,0.227786725,0.00124884,70.932
0.039759836,0.22007727,0.00115205,70.554
0.042928754,0.21213923,0.00104833,70.986
0.046182992,0.203614401,0.000928406,64.542
0.047816454,0.199908306,0.000967983,67.902
0.052396059,0.19974896,0.000986822,64.824
0.052689885,0.200406078,0.00100208,68.412
0.049730973,0.208385609,0.00100375,67.968
0.04648486,0.216755628,0.00111891,66.792
0.043323754,0.224561801,0.00118042,73.932
0.040123586,0.232153433,0.00126124,74.442
0.036753973,0.239841358,0.00128938,78.738
0.033474117,0.247050745,0.00129414,77.052
0.030155199,0.254094805,0.00127221,78.762
0.026797218,0.260985432,0.0012014,82.356
0.023400174,0.267733005,0.00115443,90.072
0.019825812,0.274608503,0.00107313,93.756
0.016349081,0.281091322,0.000940088,98.862
0.012833287,0.287455604,0.000946287,109.71
0.009135424,0.29395548,0.000955585,113.298
0.005539944,0.300096768,0.000874523,117.828
0.001759206,0.306376245,0.000897888,113.094
-0.002063782,0.312551159,0.00092173,103.71
-0.00592902,0.318626067,0.000985153,93.81
-0.009836507,0.324605075,0.00100208,84.312
-0.013786245,0.330491889,0.00108863,78.252
-0.017778233,0.336289862,0.00118757,74.256
-0.02181247,0.342002033,0.00126076,68.886
-0.025888958,0.347631161,0.0012529,65.802
-0.029848501,0.352967807,0.00116063,68.346
-0.034007864,0.358441116,0.00111581,76.878
-0.038047095,0.363631982,0.000928406,83.454
-0.042289333,0.368957517,0.000814918,93.048
-0.046408251,0.374009665,0.000609402,101.994
-0.050566232,0.378996033,0.000656608,127.506
-0.05493197,0.384113464,0.000667576,140.502
-0.059339957,0.389162474,0.000741009,144.732
-0.063790195,0.394144276,0.000765089,147.072
-0.068109114,0.398872118,0.000764612,148.464
-0.072642226,0.403725201,0.000779394,140.154
-0.077217589,0.40851406,0.000725511,134.118
-0.081835202,0.413239526,0.000857595,124.728
-0.086495064,0.417902348,0.000861887,111.624
-0.091015545,0.422327385,0.000909332,103.176
-0.095758283,0.426869229,0.00101209,96.066
-0.100543271,0.431350236,0.00110055,88.308
-0.105370508,0.43577089,0.00105716,86.658
-0.110051927,0.439965004,0.00111318,89.22
-0.114962039,0.44426847,0.00101853,88.2
-0.119723145,0.448350553,0.000887159,85.128
-0.124716133,0.452538091,0.000733618,72.72
-0.129751371,0.456666899,0.000566963,72.96
-0.134828858,0.460737172,0.000471594,53.376
-0.139948596,0.464749062,0.000436308,39.498
-0.145110584,0.468702685,0.000361444,24.876
-0.150314822,0.472598117,0.000313284,14.064
-0.155561309,0.476435402,0.000258686,9.972
-0.160850047,0.48021455,0.000308039,-3.72
-0.166181035,0.483935536,0.000231267,17.562
-0.171346828,0.487458508,0.000226499,58.194
-0.17696976,0.491202777,0.000355246,89.544
-0.182427498,0.494748835,0.000463011,94.728
-0.187927485,0.49823634,0.000628952,100.506
-0.19368373,0.501795822,0.00072122,105.684
-0.199269842,0.505163416,0.00083733,104.676
-0.204898205,0.508471863,0.000874046,98.802
-0.210568818,0.511720915,0.000906233,96.654
-0.21628168,0.514910302,0.000860933,93.426
-0.222036793,0.518039728,0.000844482,71.394
-0.227834156,0.521108873,0.000927214,52.446
-0.233673769,0.524117394,0.00104142,42.804
-0.239555631,0.527064925,0.00123835,34.812
-0.245479744,0.529951077,0.0015235,27.894
-0.251446107,0.532775437,0.00169802,28.884
-0.257454719,0.535537572,0.0019312,25.578
-0.263505582,0.538237025,0.00214864,25.218
-0.269598695,0.540873315,0.0022607,23.31
-0.275734057,0.543445942,0.00234367,23.634
-0.282150114,0.546049569,0.00233032,25.05
-0.288131533,0.548398083,0.00231458,22.692
-0.29463534,0.550866645,0.00213577,22.188
-0.299725356,0.552737525,0.0020621,16.362
-0.30006455,0.553126146,0.00204851,16.926
-0.300826349,0.556853773,0.00201131,18.714
-0.299694302,0.558041532,0.00203325,21.78
-0.293619134,0.555823409,0.00214936,23.292
-0.287583028,0.553544717,0.00223829,23.496
-0.281107908,0.551016312,0.00226332,24.558
-0.275153052,0.548613319,0.00218202,25.722
-0.26900144,0.546051636,0.00206353,29.46
-0.263126271,0.543528804,0.001925,24.324
-0.257057534,0.540843491,0.00171209,22.692
-0.251031046,0.538095887,0.00153447,23.43
-0.245046808,0.53528646,0.00132156,28.578
-0.239104821,0.532415655,0.00110937,39.216
-0.233431215,0.529597778,0.000906948,52.134
-0.227347595,0.526491586,0.000922445,62.304
-0.221532358,0.523439104,0.000836615,65.748
-0.21575937,0.520326809,0.000932459,84.588
-0.210028632,0.517155035,0.000979431,92.448
-0.2041222,0.513798649,0.000947718,98.382
-0.198477588,0.510506571,0.000888113,100.746
-0.192875225,0.50715589,0.000783209,97.914
-0.187315112,0.503746846,0.000669245,88.374
-0.18179725,0.500279655,0.000477793,84.192
-0.176321637,0.496754508,0.000352861,74.784
-0.170888274,0.493171568,0.000198127,72.996
-0.165497161,0.489530974,0.000182153,23.232
-0.160148299,0.485832837,0.000188352,-18.672
-0.154638429,0.481931644,0.000228168,-24.732
-0.149375692,0.478116428,0.000210286,-15.144
-0.144155204,0.474243825,0.000172616,14.358
-0.138976966,0.470313824,0.000253918,49.386
-0.133840979,0.466326382,0.00044346,58.848
-0.128552172,0.462124696,0.000650648,69.27
-0.123502309,0.458019882,0.0007453,76.278
-0.118494696,0.453857276,0.000902418,79.068
-0.113529334,0.449636684,0.00115443,85.44
-0.108606221,0.445357871,0.00117327,81.846
-0.103725358,0.441020558,0.00115777,84.186
-0.098886746,0.436624416,0.00118948,84.402
-0.094090383,0.432169072,0.00107647,90.318
-0.08933627,0.427654095,0.00104476,100.134
-0.084624407,0.423079001,0.00101662,105.282
-0.079954795,0.418443245,0.000998028,119.73
-0.075327432,0.413746219,0.000887875,124.782
-0.070742319,0.408987246,0.000878099,127.86
-0.066199457,0.404165576,0.000878576,138.666
-0.061871163,0.399469456,0.000835899,129.306
-0.057411176,0.394522314,0.000806097,132.234
-0.052993438,0.389509766,0.000747208,125.358
-0.04861795,0.384430708,0.000747923,106.182
-0.044284713,0.379283932,0.000718359,87.18
-0.039993725,0.37406811,0.000868563,69.234
-0.035744987,0.368781788,0.00103069,68.238
-0.031699506,0.363630818,0.00109149,66.45
-0.027533644,0.358201432,0.00112654,62.94
-0.023410031,0.352696364,0.00113798,63.654
-0.019328668,0.347113519,0.00104404,64.278
-0.015289556,0.341450595,0.000961546,67.482
-0.011292693,0.335705067,0.00093222,86.814
-0.00733808,0.329874153,0.000920061,95.82
-0.003425717,0.32395479,0.000983961,108.486
0.000444395,0.317943598,0.000916962,119.586
0.004272258,0.311836839,0.000984915,119.682
0.008057871,0.305630372,0.00116158,120.48
0.011801233,0.299319598,0.00116254,116.076
0.015502346,0.292899394,0.00118233,111.486
0.019161209,0.28636404,0.00114108,100.8
0.022777821,0.279707121,0.0012188,90.93
0.026352184,0.272921422,0.00130821,85.884
0.029749227,0.266267685,0.00141669,78.654
0.033240715,0.259204675,0.00141049,77.43
0.036558071,0.252266051,0.00131608,72.45
0.039966684,0.244885084,0.00136352,75.186
0.043204352,0.237616825,0.00130702,70.548
0.046402958,0.230166312,0.00128461,71.304
0.049688071,0.222206545,0.00112797,70.47
0.052806989,0.214329551,0.000984438,70.146
0.056009227,0.205879731,0.000890736,64.638
0.058349667,0.200187128,0.000960115,65.604
0.063080778,0.200319475,0.00100542,62.49
0.063350354,0.200307568,0.00101972,65.262
0.060449943,0.208284914,0.0010326,67.452
0.057390399,0.216339285,0.00105954,70.872
0.054167036,0.224467457,0.00119973,71.772
0.050901424,0.232366875,0.00127173,72.51
0.047593561,0.2400584,0.00133611,70.44
0.04437308,0.24727453,0.00135923,70.884
0.041113537,0.254328299,0.00136901,74.898
0.037682174,0.261504538,0.0013392,81.882
0.034342943,0.268261743,0.00134755,81.078
0.030828705,0.275150194,0.00126053,91.854
0.027272218,0.281905573,0.00123621,92.466
0.02367348,0.288535665,0.00122071,100.914
0.020032492,0.29504737,0.00115324,114.924
0.016349255,0.301446829,0.00113822,118.824
0.012623767,0.307739528,0.000973944,120.918
0.008856029,0.313930382,0.000991113,114.63
0.005046042,0.320023811,0.000993259,112.17
0.001193804,0.326023794,0.000915054,108.93
-0.002700684,0.33193393,0.00094581,102.486
-0.006637421,0.337757472,0.000988729,88.134
-0.010616409,0.343497372,0.000942711,74.652
-0.014637647,0.349156311,0.00100423,67.254
-0.018701135,0.354736727,0.00104261,62.778
-0.022806872,0.360240839,0.00103308,61.758
-0.02695486,0.36567067,0.000982769,64.092
-0.031145098,0.371028064,0.000908617,69.834
-0.035377585,0.376314702,0.000840429,81.666
-0.039652323,0.381532121,0.000764612,97.038
-0.043969311,0.386681722,0.000737432,105.69
-0.048328548,0.39176478,0.000829224,122.37
-0.052730036,0.396782463,0.000912193,129.42
-0.057173774,0.40173583,0.00094581,133.572
-0.061659761,0.406625846,0.00109864,130.146
-0.066013055,0.41126886,0.00110913,123.858
-0.070581917,0.416037082,0.00118137,123.414
-0.07519303,0.420744319,0.0011797,115.818
-0.079666636,0.425213601,0.00120426,110.25
-0.084179305,0.429627621,0.00121594,104.364
-0.088913917,0.434160081,0.00127459,92.766
-0.09369078,0.438633744,0.00126386,91.392
-0.098509893,0.443049023,0.00131655,87.528
-0.103183499,0.447239765,0.00129319,87.75
-0.107896167,0.451377146,0.00121499,82.86
-0.11283878,0.455623675,0.00103522,83.37
-0.117823642,0.459812978,0.000816111,81.816
-0.122850755,0.463945245,0.000608925,81.756
-0.127920118,0.468020624,0.000370266,89.82
-0.13303173,0.472039228,0.000242234,87.558
-0.138185593,0.476001133,3.98E-05,34.092
-0.143381706,0.479906382,5.58E-05,-31.698
-0.148620069,0.483754987,0.000205995,-68.724
-0.153900681,0.487546926,0.000147105,-84.42
-0.159429113,0.491424678,0.00013137,-78.888
-0.164795851,0.495100921,3.70E-05,84.06
-0.170204838,0.498720257,0.000243188,80.34
-0.175656076,0.502282552,0.00036216,89.208
-0.181149564,0.505787646,0.000586275,89.838
-0.186685302,0.509235351,0.000789884,91.584
-0.192263289,0.512625458,0.000961546,88.032
-0.197883527,0.515957731,0.00105787,90.09
-0.203546015,0.519231912,0.00115419,85.032
-0.209250752,0.522447718,0.00109173,81.9
-0.21499774,0.525604847,0.00104309,76.032
-0.220786978,0.528702971,0.000951771,65.196
-0.226618465,0.531741742,0.000954632,55.38
-0.232492203,0.534720789,0.000961784,43.47
-0.238408191,0.53763972,0.0011294,34.17
-0.244136484,0.540389308,0.00125528,29.166
-0.250135347,0.5431891,0.00156141,23.472
-0.25617646,0.54592749,0.00171519,21.51
-0.262259822,0.548604002,0.00187898,22.662
-0.268385435,0.551218139,0.00209834,24.492
-0.274553298,0.553769381,0.00212266,24.894
-0.28076341,0.55625719,0.00214125,26.088
-0.287015773,0.558681002,0.00210692,28.02
-0.293310386,0.561040236,0.00201036,24.654
-0.299402742,0.563247267,0.00193048,21.438
-0.299986943,0.563720262,0.00192834,23.37
-0.300827742,0.567728352,0.00187636,25.806
-0.299829514,0.568702505,0.001858,23.004
-0.293715283,0.566513352,0.002023,25.164
-0.28739792,0.564172951,0.00200297,24.564
-0.281122807,0.561768224,0.00203301,25.83
-0.274889945,0.559299764,0.00199772,25.626
-0.268699332,0.556768142,0.00196554,26.052
-0.262786664,0.554274838,0.00170041,24.864
-0.256678926,0.5516209,0.00144769,19.836
-0.250613438,0.54890537,0.00131918,21.24
-0.2445902,0.546128737,0.00111008,28.152
-0.238609213,0.543291468,0.00106478,39.21
-0.232898107,0.54050656,0.00104738,48.648
-0.226999994,0.537551635,0.000999458,57.42
-0.22091975,0.534420225,0.000994451,63.12
-0.215107762,0.531344686,0.00119139,65.172
-0.209338024,0.528210544,0.00118757,70.02
-0.203610537,0.525018142,0.00125266,81.738
-0.197925299,0.521767801,0.00107671,79.842
-0.192282311,0.518459822,0.000947479,79.266
-0.186681574,0.515094483,0.000869278,78.312
-0.181123086,0.51167204,0.00054932,78.702
-0.175606848,0.508192725,0.000384571,90.072
-0.170132861,0.504656748,0.00011158,114.312
-0.164701123,0.501064293,0.000102282,169.68
-0.15869249,0.496990892,0.000151874,-118.644
-0.153145496,0.493135596,0.000319006,-113.712
-0.147847008,0.48936595,0.000258448,-105.858
-0.142389451,0.485392066,0.000156642,-126.054
-0.137177088,0.481508357,7.63E-05,-132.972
-0.132006976,0.477568735,0.000174285,79.644
-0.126682731,0.473418398,0.000463249,77.046
-0.121598743,0.469364732,0.000664238,72.756
-0.116557006,0.465255019,0.000879768,75.798
-0.111366074,0.460927797,0.0011294,80.952
-0.106410461,0.456703446,0.00119711,80.7
-0.101497099,0.452422591,0.00128794,82.176
-0.096625986,0.448085,0.00138307,86.682
-0.091797123,0.443690404,0.00133086,90.726
-0.08701051,0.439238482,0.00148106,97.602
-0.082266148,0.434728871,0.0014577,101.412
-0.077564035,0.430161154,0.00139595,107.76
-0.072904172,0.42553486,0.00138331,113.718
-0.06828656,0.420849461,0.00130749,117.36
-0.063711197,0.416104366,0.00126005,123.942
-0.059178084,0.41129892,0.0012169,124.122
-0.054687222,0.406432396,0.00107384,127.05
-0.050238609,0.40150399,0.00104595,126.744
